ID|Victim|Domain|Date|Country|Title|Summary|URL
445|Programme de Soins Médicaux Intégrés (PAMI)|pami.org.ar|2023-08-01|ARG|"El PAMI confirmó un ciberataque de ransomware: dio de baja el sitio, pero aseguran que ""fue mitigado"""|Le Programme de Soins Médicaux Intégrés (PAMI) en Argentine a confirmé avoir été victime d'une cyberattaque de type ransomware, un virus qui crypte les fichiers pour demander une rançon. Malgré l'attaque, les rendez-vous médicaux sont maintenus et les médicaments peuvent être achetés normalement en pharmacie. PAMI a déclaré que l'attaque a été atténuée et que toutes les informations de leurs serveurs sont sécurisées et protégées. Par ailleurs, une situation distincte a été signalée où un groupe vendait des ordonnances PAMI pour des stupéfiants, ce qui a été rapidement désactivé suite à une dénonciation. Enfin, la députée Graciela Ocaña a demandé|https://www.clarin.com/tecnologia/pami-confirmo-ciberataque-ransomware-aseguran-mitigado-_0_U29WNR9srI.html
446|Eastern Connecticut Health Network (ECHN) et Waterbury HEALTH|ech.org|2023-08-01|USA|Cyberattack suspected in computer system outage for Eastern Connecticut Health Network, Waterbury HEALTH - NBC Connecticut|"Les systèmes informatiques du Eastern Connecticut Health Network (ECHN) et de Waterbury HEALTH ont été victimes d'une cyberattaque, entraînant une panne généralisée. En conséquence, ECHN détourne les patients de ses salles d'urgence tandis que l'Hôpital de Waterbury utilise des dossiers papier. Le FBI a confirmé qu'il enquête sur une attaque de ransomware visant certaines installations médicales locales. L'impact de la panne affecte toutes les opérations en interne et en externe de Waterbury HEALTH, ce qui pourrait entraîner le report de certains rendez-vous. Plusieurs installations d' ECHN sont fermées jusqu'à nouvel ordre en raison de problèmes informatiques.
"|https://www.nbcconnecticut.com/news/local/computer-system-outage-affecting-eastern-connecticut-health-network-waterbury-health/3079460/
447|NOIRLab|noirlab.edu|2023-08-01|USA|Cyber Incident at NSF’s NOIRLab|Le matin du 1er août 2023, le NOIRLab de la NSF a détecté un incident cybernétique dans ses systèmes informatiques, entraînant la suspension des observations astronomiques à Gemini North à Hawaï. Les équipes de cybersécurité du NOIRLab et les équipes d'observation ont réagi rapidement pour éviter tout dommage à l'observatoire. Par mesure de précaution, nous avons décidé d'isoler les systèmes informatiques de l'observatoire Gemini en les arrêtant. Le site web et les outils de proposition de Gemini sont actuellement hors ligne, mais le site web du NOIRLab reste en ligne.|https://noirlab.edu/public/announcements/ann23022/
448|Pensiones Civiles del Estado (PCE)||2023-07-29|MEX|"Jacarezinho sofre ataque cibernético | Notícias | Baguete"|Le 29 juillet, Pensiones Civiles del Estado (PCE) a subi une cyberattaque qui a affecté ses services numériques liés aux soins médicaux, à l'administration et aux prestations économiques. En conséquence, PCE met en place un mécanisme alternatif pour répondre aux besoins des bénéficiaires sans support technologique. Des experts travaillent sur la résolution du problème en collaboration avec des entreprises technologiques et les autorités gouvernementales. PCE remercie les utilisateurs pour leur compréhension et leur demande d'utiliser le service uniquement si nécessaire. Toutes les informations officielles sur la situation seront diffusées via les canaux officiels.|https://twitter.com/cyber_etc/status/1685903505066737664
449|Papel Prensa|papelprensa.com|2023-07-29|ARG|"Ciberataque a Papel Prensa: la empresa informó a la Comisión Nacional de Valores sobre el ""secuestro de datos"" | La Opinión"|"La société Papel Prensa a subi une cyberattaque de type ""ransomware"" qui a restreint l'accès à ses systèmes informatiques. L'attaque a été signalée à la Comisión Nacional de Valores (CNV), l'autorité de régulation des marchés financiers en Argentine. Jusqu'à présent, aucun dommage n'a été détecté sur des fichiers importants pour le fonctionnement de l'entreprise. Bien que la production n'ait pas été affectée, les départements d'administration, de commercialisation, de logistique et de distribution ont été perturbés. La société travaille à la restauration de ses systèmes, certains e-mails ayant déjà été rétablis.
"|https://www.laopinionsemanario.com.ar/noticia/ciberataque-a-papel-prensa-la-empresa-informo-a-la-comision-nacional-de-valores-sobre-el-secuestro-de-datos/
450|Seiko Group|seiko.co.jp|2023-07-28|JPN|"重要なお知らせ詳細 | 重要なお知らせ | セイコーグループ"|"La société Seiko Group a confirmé avoir été victime d'un accès non autorisé à certains de ses serveurs le 28 juillet 2023. Une enquête menée par une organisation externe spécialisée a révélé le 2 août que certaines informations de l'entreprise et du groupe pourraient avoir été divulguées. La société est actuellement en train de vérifier les informations stockées sur le serveur compromis. Seiko Group s'engage à prévenir toute expansion des dommages et à empêcher de futures attaques. Ils présentent leurs excuses pour les inquiétudes et les désagréments causés et demandent à leurs clients et partenaires de les contacter immédiatement s'ils reçoivent des courriels ou des notifications suspectes.
"|https://www.seiko.co.jp/information/202308101100.html
451|Parathon by JDA eHealth Systems|parathon.com|2023-07-27|USA|Parathon by JDA eHealth Systems Confirms July 2023 Cyberattack|La société Parathon by JDA eHealth Systems, spécialisée dans la gestion du cycle de revenus dans le secteur de la santé, a confirmé avoir été victime d'une cyberattaque le 27 juillet 2023, au cours de laquelle des informations de santé protégées de patients ont été accédées et 560 Go de données ont été dérobées par le groupe de menaces Akira, qui a depuis lors retiré la mention de Parathon de son site de fuite de données, ce qui suggère que la rançon a été payée. Parathon a mis en place des mesures de sécurité renforcées et offre des services de surveillance de crédit aux individus affectés, bien qu'il n'ait pas trouvé de preuves d'utilisation frauduleuse des données volées. Il n'est pas cl|https://www.hipaajournal.com/parathon-by-jda-ehealth-systems-data-breach/
452|CardioComm|cardiocommsolutions.com|2023-07-27|CAN|OODA Loop - CardioComm Takes Systems Offline Following Cyberattack|CardioComm, une entreprise canadienne spécialisée dans la surveillance cardiaque et l'électrocardiogramme médical, a été contrainte de mettre ses systèmes hors ligne suite à une cyberattaque. Cette attaque a affecté ses environnements de serveurs de production et ses opérations commerciales. CardioComm a indiqué qu'il est peu probable que des informations sensibles des clients aient été perdues lors de l'attaque, car son logiciel fonctionne sur les systèmes individuels des clients. L'entreprise travaille avec des professionnels de la santé pour analyser les cardiogrammes, mais ne collecte pas elle-même les informations de santé des patients. Bien que l'entreprise n'ait pas donné de détails spécifiques sur le type de cyberattaque, il est probable qu|https://www.oodaloop.com/cyber/2023/07/27/cardiocomm-takes-systems-offline-following-cyberattack/
453|Softproject GmbH|softproject.de|2023-07-26|DEU|"Makler und Versicherer betroffen: Cyber-Attacke auf BiPRO-Dienstleister | procontra"|"La société Softproject GmbH, un fournisseur de services BiPRO basé en Allemagne, a été la cible d'une cyberattaque par ransomware nommée ""CryTox"". L'attaque a entraîné le chiffrement d'une partie de l'infrastructure d'application de l'entreprise, bien que les enquêtes initiales n'aient pas révélé de fuite de données. Suite à l'attaque, Softproject a déconnecté ses solutions logicielles en tant que service (SaaS) par mesure de précaution, ce qui a pu entraîner des perturbations dans les services BiPRO entre les courtiers et les assureurs. Softproject travaille actuellement avec une équipe d'experts de la société Corporate Trust Business Risk & Crisis Management GmbH pour restaurer complètement ses services"|https://www.procontra-online.de/maklerburo/artikel/cyber-attacke-auf-bipro-dienstleister
454|JACCS Corporation|jaccs.co.jp|2023-07-25|JPN|Notice of unauthorized access|Le 25 juillet 2023, nous avons confirmé qu'il y avait un accès non autorisé à notre serveur. Actuellement, afin d'éviter la propagation des dommages, nous bloquons la communication avec l'extérieur et enquêtons par des experts externes. On s'attend à ce qu'il prenne un certain temps pour identifier l'équipement qui a reçu un accès non autorisé, enquêter sur la cause de l'accès non autorisé et le récupérer.|https://www.jaccs.co.jp/information/emerge/page_00092.html
455|St. Landry Parish Schools|slpsb.org|2023-07-25|USA|"SLPSB victimized in ransomware attack | News | theadvocate.com"|La semaine dernière, les écoles de la paroisse de St. Landry ont été victimes d'une attaque de ransomware. Le surintendant Milton Batiste III a confirmé l'attaque et travaille actuellement avec la police de l'État de Louisiane pour enquêter. Il n'est pas encore clair quelles données ont été obtenues lors de l'attaque, mais des captures d'écran montrent des informations disponibles sur le blog du groupe sur le dark web. Le groupe de hackers demande une rançon d'un million de dollars pour supprimer les données volées.|https://www.theadvocate.com/acadiana/news/slpsb-victimized-in-ransomware-attack/article_98507368-2fe4-11ee-a4bc-4f95f3f4cba9.html
456|CRTVG|crtvg.es|2023-07-25|ESP|O ciberataque á CRTVG expón datos sensibles a redes criminais globais - Praza Pública|L'entreprise de télévision galicienne CRTVG a été la cible d'une cyberattaque sophistiquée. Selon Rafael Villaverde, PDG de cloud.gal et expert en cybersécurité, l'attaque a probablement commencé par un email trompeur qui a été cliqué par un employé du département des ressources humaines. Une fois l'accès obtenu, les cybercriminels ont probablement chiffré tous les documents, les rendant illisibles, et ont demandé une rançon pour leur déchiffrement, généralement en bitcoins. Si l'entreprise dispose d'une sauvegarde, les attaquants passent à la phase de vol de données en copiant massivement les informations sur un serveur. Dans le cas de CRTVG, environ 500 Go|https://praza.gal/ciencia-e-tecnoloxia/o-ciberataque-a-crtvg-expon-datos-sensibles-a-redes-criminais-globais
