Date|Victime|Domaine|Pays|Résumé|Titre|URL
2023-08-06|Zaun|zaun.co.uk|GBR|Des hackers liés à la Russie ont volé des informations hautement confidentielles lors d'une attaque contre l'entreprise britannique Zaun, spécialisée dans la sécurité périmétrique. Les données divulguées comprennent des détails sur des sites militaires et de renseignement sensibles au Royaume-Uni, tels que la base de sous-marins nucléaires HMNB Clyde et le laboratoire d'armes chimiques de Porton Down. La fuite inclut également des informations sur des équipements de sécurité à d'autres sites militaires, des dessins de clôtures périmétriques, et des données relatives à des prisons. Cette violation de la sécurité nationale soulève des inquiétudes quant à la vulnérabilité des systèmes informatiques et à la sécurité des sites sensibles.|Russia linked hackers hit UK Ministry of Defence as security secrets leaked|https://www.mirror.co.uk/news/uk-news/russia-linked-hackers-hit-uk-30850139
2023-08-04|Trinkwasserverband (TWV) Stader Land|twv-staderland.de|DEU|"Le Trinkwasserverband (TWV) Stader Land, un fournisseur d'eau en Allemagne, a subi une cyberattaque qui a causé des ""perturbations techniques"" et affecté ses systèmes de messagerie. Bien que l'approvisionnement en eau soit une infrastructure critique, le TWV a assuré que la fourniture d'eau n'a pas été affectée. Les pirates auraient utilisé un ransomware appelé ""LockBit"", qui est généralement utilisé pour cibler les entreprises et les autorités. Cependant, il semble que les pirates n'ont pas chiffré de données pour exiger une rançon pour leur libération."|"Hacker verursachen ""technische Störungen"": Cyber-Attacke auf den Trinkwasserverband Stade - Horneburg"|https://www.kreiszeitung-wochenblatt.de/horneburg/c-blaulicht/cyber-attacke-auf-den-trinkwasserverband-stade_a289431
2023-08-03|Prospect Medical Holdings|prospectmedical.com|USA|Les systèmes informatiques de Crozer Health, situé dans le comté de Delaware, ont été victimes d'une attaque de ransomware par le propriétaire de l'entreprise, Prospect Medical Holdings Inc. Le ransomware est un type de logiciel malveillant qui crypte les fichiers, les rendant inutilisables jusqu'à ce qu'une demande financière soit satisfaite. En juin 2020, Crozer avait déjà été victime d'une attaque de malware, et certaines données de Crozer avaient été mises aux enchères après que l'entreprise ait refusé de payer une rançon. Le secteur de la santé est la cible la plus populaire pour les cyberattaques, car il contient des informations personnelles telles que les noms et adresses, les âges et|Ransomware hits Crozer Health and its owner Prospect Medical Holdings|https://www.inquirer.com/health/crozer-health-computer-systems-down-20230803.html
2023-08-03|Commission des services électriques de Montréal (CSEM)|csem.qc.ca|CAN|La Commission des services électriques de Montréal (CSEM) a été victime d'une cyberattaque par le gang LockBit le 3 août, qui a demandé une rançon de deux millions de dollars américains, refusée par la CSEM. L'attaque a affecté les conduites d'électricité et de télécommunication souterraines de Montréal, causant des pannes dès le lendemain. Les pirates ont volé des dossiers de la CSEM et menacent de publier toutes les données volées. La CSEM détient des informations sur des infrastructures critiques, ce qui soulève des inquiétudes quant à l'impact potentiel de ces informations entre de mauvaises mains. LockBit a été identifié comme le rançongiciel le plus actif en 2022, ayant fait|"Des pirates s’attaquent à des infrastructures souterraines critiques | La Presse"|https://www.lapresse.ca/actualites/grand-montreal/2023-08-09/des-pirates-s-attaquent-a-des-infrastructures-souterraines-critiques.php
2023-08-03|Commission des services électriques de Montréal (CSEM)|csem.qc.ca|CAN|La Commission des services électriques de Montréal (CSEM) a été la dernière victime en date de l'attaque du groupe de ransomware LockBit. L'organisation a confirmé l'incident, survenu le 3 août, mais a refusé de payer la rançon et a fait appel aux autorités nationales et à la police du Québec. Malgré la menace de LockBit de divulguer les données volées, la CSEM a minimisé le risque pour la sécurité publique et ses opérations. Des experts en cybersécurité remettent en question la force opérationnelle du groupe de cybercriminalité après la disparition de ses dirigeants au début du mois d'août. En outre, la fuite rapportée de l'outil de construction du ransomware LockBit 3|Montreal electricity organization latest victim in LockBit ransomware spree|https://therecord.media/montreal-electricity-organization-lockbit-victim
2023-08-03|Campbell Soup Co.|campbells.com|USA|"La société Campbell Soup Co. a signalé une cyberintrusion dans une partie de son réseau informatique à la fin de son quatrième trimestre fiscal. L'entreprise a immédiatement pris des mesures pour enquêter, contenir et éliminer la menace, en engageant des experts en cybersécurité et en informant les autorités fédérales. Bien que l'attaque ait entraîné une interruption de trois jours dans une usine de l'Ohio, l'impact sur les activités de l'entreprise a été limité et n'a pas eu d'effet significatif sur les résultats financiers ou les opérations de l'entreprise.
"|"Campbell Soup says summer cyberattack caused limited business impact | Cybersecurity Dive"|https://www.cybersecuritydive.com/news/campbell-soup-cyberattack-limited-impact/694758/
2023-08-02|BPP|bpp.co.uk|GBR|"L'école de droit postuniversitaire BPP a été victime d'une cyberattaque, empêchant les étudiants d'accéder à leurs travaux de cours alors que les examens approchent. Les systèmes de BPP ont été infiltrés par une tierce partie non autorisée. BPP travaille avec des spécialistes en cybersécurité pour évaluer l'incident et déterminer la nature et l'étendue des données affectées. La majorité des systèmes principaux et de l'infrastructure réseau de BPP ont été sécurisés et restaurés. Le Centre National de Sécurité Cyber a mis à jour ses directives pour le secteur juridique, avertissant qu'il est une cible particulière pour des crimes tels que le ""phishing"" et les attaques"|"Students 'locked out' as BPP hit by cyber attack | News | Law Gazette"|https://www.lawgazette.co.uk/news/students-locked-out-as-bpp-hit-by-cyber-attack/5116859.article
2023-08-02|Joyson Safety Systems|joysonsafety.de|DEU|Je suis désolé, mais l'article que vous avez fourni ne contient pas d'informations sur une cyberattaque. Il semble être une page de paywall qui propose différents abonnements pour accéder au contenu du site. Il n'y a pas de détails sur une cyberattaque contre l'entreprise automobile Joyson à Aschaffenburg.|Cyber-Angriff auf Aschaffenburger Autozulieferer Joyson|https://www.main-echo.de/region/stadt-kreis-aschaffenburg/cyber-angrfiff-auf-aschaffenburger-autozulieferer-joyson-art-7998150
2023-08-02|L'Association du Barreau Fédéral Allemand (BRAK)|brak.de|DEU|"L'Association du Barreau Fédéral Allemand (BRAK), qui représente les avocats allemands au niveau national et international, enquête sur une cyberattaque survenue dans son bureau de Bruxelles. L'attaque a été revendiquée par le groupe de rançongiciels NoEscape. BRAK travaille avec une entreprise de sécurité informatique pour analyser l'incident et réparer les dommages. Les pirates ont crypté le serveur de messagerie de BRAK et exfiltré 160 gigaoctets de données. L'organisation avertit que les gens doivent se méfier des e-mails prétendant provenir de l'organisation, en particulier ceux demandant des informations de compte bancaire.
"|Germany’s national bar association investigating ransomware attack|https://therecord.media/german-national-bar-association-investigating-cyberattack
2023-08-02|Acadia Health, LLC d/b/a Just Kids Dental (JKD)|justkidsdental.com|USA|Le 2 août 2023, les systèmes informatiques et le réseau d'Acadia Health, LLC, connu sous le nom de 'Just Kids Dental' (JKD), ont été attaqués par un acteur malveillant. Un programme a été utilisé pour chiffrer les réseaux informatiques et les données de JKD, y compris les systèmes de stockage de certains dossiers de patients et d'employés. Cette attaque a été découverte le 8 août 2023.|Data Breach Notification|https://apps.web.maine.gov/online/aeviewer/ME/40/3b1d6421-e4c2-456f-b46e-e9689b9aa953.shtml
2023-08-01|Programme de Soins Médicaux Intégrés (PAMI)|pami.org.ar|ARG|Le Programme de Soins Médicaux Intégrés (PAMI) en Argentine a confirmé avoir été victime d'une cyberattaque de type ransomware, un virus qui crypte les fichiers pour demander une rançon. Malgré l'attaque, les rendez-vous médicaux sont maintenus et les médicaments peuvent être achetés normalement en pharmacie. PAMI a déclaré que l'attaque a été atténuée et que toutes les informations de leurs serveurs sont sécurisées et protégées. Par ailleurs, une situation distincte a été signalée où un groupe vendait des ordonnances PAMI pour des stupéfiants, ce qui a été rapidement désactivé suite à une dénonciation. Enfin, la députée Graciela Ocaña a demandé|"El PAMI confirmó un ciberataque de ransomware: dio de baja el sitio, pero aseguran que ""fue mitigado"""|https://www.clarin.com/tecnologia/pami-confirmo-ciberataque-ransomware-aseguran-mitigado-_0_U29WNR9srI.html
2023-08-01|Eastern Connecticut Health Network (ECHN) et Waterbury HEALTH|ech.org|USA|"Les systèmes informatiques du Eastern Connecticut Health Network (ECHN) et de Waterbury HEALTH ont été victimes d'une cyberattaque, entraînant une panne généralisée. En conséquence, ECHN détourne les patients de ses salles d'urgence tandis que l'Hôpital de Waterbury utilise des dossiers papier. Le FBI a confirmé qu'il enquête sur une attaque de ransomware visant certaines installations médicales locales. L'impact de la panne affecte toutes les opérations en interne et en externe de Waterbury HEALTH, ce qui pourrait entraîner le report de certains rendez-vous. Plusieurs installations d' ECHN sont fermées jusqu'à nouvel ordre en raison de problèmes informatiques.
"|Cyberattack suspected in computer system outage for Eastern Connecticut Health Network, Waterbury HEALTH - NBC Connecticut|https://www.nbcconnecticut.com/news/local/computer-system-outage-affecting-eastern-connecticut-health-network-waterbury-health/3079460/
2023-08-01|NOIRLab|noirlab.edu|USA|Le matin du 1er août 2023, le NOIRLab de la NSF a détecté un incident cybernétique dans ses systèmes informatiques, entraînant la suspension des observations astronomiques à Gemini North à Hawaï. Les équipes de cybersécurité du NOIRLab et les équipes d'observation ont réagi rapidement pour éviter tout dommage à l'observatoire. Par mesure de précaution, nous avons décidé d'isoler les systèmes informatiques de l'observatoire Gemini en les arrêtant. Le site web et les outils de proposition de Gemini sont actuellement hors ligne, mais le site web du NOIRLab reste en ligne.|Cyber Incident at NSF’s NOIRLab|https://noirlab.edu/public/announcements/ann23022/
2023-07-29|Pensiones Civiles del Estado (PCE)||MEX|Le 29 juillet, Pensiones Civiles del Estado (PCE) a subi une cyberattaque qui a affecté ses services numériques liés aux soins médicaux, à l'administration et aux prestations économiques. En conséquence, PCE met en place un mécanisme alternatif pour répondre aux besoins des bénéficiaires sans support technologique. Des experts travaillent sur la résolution du problème en collaboration avec des entreprises technologiques et les autorités gouvernementales. PCE remercie les utilisateurs pour leur compréhension et leur demande d'utiliser le service uniquement si nécessaire. Toutes les informations officielles sur la situation seront diffusées via les canaux officiels.|"Jacarezinho sofre ataque cibernético | Notícias | Baguete"|https://twitter.com/cyber_etc/status/1685903505066737664
